Job Title,Salary,Company,Date,Location,Category
Монгол хоолны тогооч,"2,000,000 ₮",хувь хүн,2024-11-04 18:29,Хороо 15,"Pесторан, кафе, паб"
Караокед зөөгч,"50,000 ₮",хувь хүн,2024-11-04 18:22,4 хороолол,"Pесторан, кафе, паб"
Хаусны хөөсөн фасадны ажилтан,"200,000 ₮",хувь хүн,2024-11-04 18:11,Баянзүрх дүүрэг,"Барилга, дэд бүтэц"
Ээлжийн туслах тогооч,"1,800,000 ₮",хувь хүн,2024-11-04 18:06,Хороо 15,"Pесторан, кафе, паб"
Зочид буудалд өрөөний үйлчлэгч,"1,700,000 ₮",хувь хүн,2024-11-04 18:01,Хороо 15,"Аялал жуулчлал, зочид буудал"
Бариста,"1,500,000 ₮",хувь хүн,2024-11-04 18:00,Хороо 1,"Pесторан, кафе, паб"
Мужаан,"1,500,000 ₮",хувь хүн,2024-11-04 17:44,Найрамдал,"Барилга, дэд бүтэц"
Сантехникч,"1,800,000 ₮",хувь хүн,2024-11-04 17:44,Найрамдал,"Барилга, дэд бүтэц"
Борлуулагч,"2,000,000 ₮",Сити Альяанс ХХК,2024-11-04 17:42,Хороо 1,"Борлуулалт, худалдаа"
Gar utas dagaldah hudaldagch,"1,500,000 ₮",хувь хүн,2024-11-04 17:41,19-р хороолол,"Борлуулалт, худалдаа"
Зөөгч,"1,500,000 ₮",хувь хүн,2024-11-04 17:41,Хороо 2,"Pесторан, кафе, паб"
Хүнсний эрүүл ахуйч,"1,800,000 ₮",хувь хүн,2024-11-04 17:38,Найрамдал,Үйлдвэрлэл
Механик /лифт угсралт/,"2,400,000 ₮",хувь хүн,2024-11-04 17:36,Мишээл,"Барилга, дэд бүтэц"
Зөөгч,"1,500,000 ₮",хувь хүн,2024-11-04 17:34,Хороо 4,"Pесторан, кафе, паб"
Үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-04 17:34,Найрамдал,Үйлчилгээ
Бараа материалын нярав,"1,800,000 ₮",хувь хүн,2024-11-04 17:31,16-р хороолол,"Банк, санхүү, нябо, нярав"
Хоолны технологич,"2,000,000 ₮",хувь хүн,2024-11-04 17:27,Найрамдал,"Pесторан, кафе, паб"
Хот потны бэлтгэгч,"1,500,000 ₮",хувь хүн,2024-11-04 17:20,Тэнгис кино театр,"Pесторан, кафе, паб"
Хятад хоолны бэлтгэгч,"2,000,000 ₮",хувь хүн,2024-11-04 17:16,Тэнгис кино театр,"Pесторан, кафе, паб"
Цагаан хэрэглэл угаагч,"900,000 ₮",Мөнхжинтрейд ХХК,2024-11-04 17:06,10-р хороолол,"Аялал жуулчлал, зочид буудал"
Zahirliin tuslah,"1,500,000 ₮",хувь хүн,2024-11-04 16:58,Баруун 4 зам,"Захиргаа, Хүний нөөц"
Гоо сайхны лангуунд худалдааны зөвлөх,"40,000 ₮",хувь хүн,2024-11-04 16:58,4 хороолол,"Борлуулалт, худалдаа"
Ресепшин,"1,500,000 ₮",хувь хүн,2024-11-04 16:57,Хороо 1,"Захиргаа, Хүний нөөц"
"Автын слесарь, механик","2,200,000 ₮",Монкабель системс ХХК,2024-11-04 16:55,Гандан,"Авто үйлчилгээ, засвар"
Туслах ажилтан,"1,800,000 ₮",Монкабель системс ХХК,2024-11-04 16:55,Баруун 4 зам,Туслах ажилчин
"Холбоо, дохиоллын инженер","2,300,000 ₮",Монкабель системс ХХК,2024-11-04 16:54,Хороо 16,"МТ, харилцаа холбоо"
Менежер,"2,000,000 ₮",хувь хүн,2024-11-04 16:48,King Tower,"Pесторан, кафе, паб"
Борлуулалтын менежер,"2,000,000 ₮",хувь хүн,2024-11-04 16:45,Хороо 1,"Борлуулалт, худалдаа"
Zuugch,"1,600,000 ₮",хувь хүн,2024-11-04 16:45,Зайсан,"Pесторан, кафе, паб"
Оёдолчин,"2,400,000 ₮",хувь хүн,2024-11-04 16:45,Сансар,Үйлдвэрлэл
Индүүчин,"2,400,000 ₮",хувь хүн,2024-11-04 16:44,Сансар,Үйлдвэрлэл
Зүлгүүрчин,"1,500,000 ₮",хувь хүн,2024-11-04 16:34,Сансар,Үйлдвэрлэл
Хамгаалагч,"1,250,000 ₮",хувь хүн,2024-11-04 16:19,Зайсан,Харуул хамгаалалт
Био комбинат түгээгч,"1,300,000 ₮",хувь хүн,2024-11-04 16:19,Био комбинат,Туслах ажилчин
Зочид буудалд ресепшин,"1,800,000 ₮",хувь хүн,2024-11-04 16:17,Баруун 4 зам,"Аялал жуулчлал, зочид буудал"
Салхивч агааржуулалтын компанид туслах ажилтан,"90,000 ₮",хувь хүн,2024-11-04 16:15,Хороо 19,"Барилга, дэд бүтэц"
Uilchlegch,"1,000,000 ₮",хувь хүн,2024-11-04 16:14,7-р хороолол,Үйлчилгээ
Хүнсний үйлдвэрт ажилтан,"2,000,000 ₮",хувь хүн,2024-11-04 16:14,4 хороолол,Үйлдвэрлэл
Дэлгүүрт туслах,"1,700,000 ₮",хувь хүн,2024-11-04 16:07,Хороо 36,Туслах ажилчин
Туслах тогооч,"2,200,000 ₮",хувь хүн,2024-11-04 16:07,Баянмонгол хороолол,"Pесторан, кафе, паб"
Борлуулагч,"1,900,000 ₮",хувь хүн,2024-11-04 16:05,Хороо 11,"Борлуулалт, худалдаа"
Камер хянагч,"1,500,000 ₮",хувь хүн,2024-11-04 16:05,Хороо 20,Харуул хамгаалалт
Маркетингийн менежер,"2,000,000 ₮",хувь хүн,2024-11-04 16:04,19-р хороолол,"Маркетинг, PR менежмент"
Cu-д дэлгүүрийн ажилтан,"5,500 ₮",хувь хүн,2024-11-04 16:02,Хороо 1,Ажлын зар
Үйлдвэрийн сантехникч,"2,000,000 ₮",хувь хүн,2024-11-04 16:00,Сэлэнгэ,"Барилга, дэд бүтэц"
Нягтлан бодогч,"3,000,000 ₮",хувь хүн,2024-11-04 15:58,Хороо 29,"Банк, санхүү, нябо, нярав"
Орон нутгийн тээврийн жолооч,"2,000,000 ₮",хувь хүн,2024-11-04 15:57,10-р хороолол,"Тээвэр, гааль, агуулах"
Үйлдвэрийн цахилгаанчин,"2,000,000 ₮",хувь хүн,2024-11-04 15:57,Сэлэнгэ,"Барилга, дэд бүтэц"
Зайсанд салбар хариуцсан худалдааны зөвлөх,"1,800,000 ₮",хувь хүн,2024-11-04 15:55,Зайсан,"Борлуулалт, худалдаа"
Тавилгын үйлдвэрт туслах,"3,000,000 ₮",хувь хүн,2024-11-04 15:41,Ханын материал,Үйлдвэрлэл
Цахилгаанчины туслах,"2,100,000 ₮",хувь хүн,2024-11-04 15:36,Хороо 11,"Барилга, дэд бүтэц"
Худалдааны зөвлөх,"2,000,000 ₮",хувь хүн,2024-11-04 15:32,Гандан,"Борлуулалт, худалдаа"
Барилгын цахилгаанчин,"2,500,000 ₮",хувь хүн,2024-11-04 15:32,Хороо 11,"Барилга, дэд бүтэц"
Худ 19т оффист хамгаалагч,"1,000,000 ₮",хувь хүн,2024-11-04 15:21,19-р хороолол,Харуул хамгаалалт
Андуудад хамгаалагч,"850,000 ₮",хувь хүн,2024-11-04 15:21,РЦНК,Харуул хамгаалалт
Оффис хамгаалагч,"100,000 ₮",хувь хүн,2024-11-04 15:21,Сансар,Харуул хамгаалалт
Цахилгаанчин,"1,700,000 ₮",хувь хүн,2024-11-04 15:19,Хороо 11,"Барилга, дэд бүтэц"
худалдааны төвд хамгаалагч,"1,650,000 ₮",хувь хүн,2024-11-04 15:14,Хороо 11,Харуул хамгаалалт
Туслах тогооч,"2,000,000 ₮",хувь хүн,2024-11-04 15:10,ШУТИС,"Pесторан, кафе, паб"
Эмийн үйлдвэрт үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-04 15:09,Хороо 20,Үйлчилгээ
Цахилгааны зураг төслийн инженер,"2,500,000 ₮",Перфект солюшн энд инженеринг ХХК,2024-11-04 15:08,25-р эмийн сан,"Барилга, дэд бүтэц"
Нягтлан бодогч,"2,500,000 ₮",Перфект солюшн энд инженеринг ХХК,2024-11-04 15:07,Хороо 4,"Банк, санхүү, нябо, нярав"
Үйлчлэгч,"1,400,000 ₮",хувь хүн,2024-11-04 15:03,Хороо 8,Үйлчилгээ
Ugaagch,"1,800,000 ₮",хувь хүн,2024-11-04 14:58,6-р бичил,"Pесторан, кафе, паб"
Камерийн оператор,"1,600,000 ₮",Их хар сүлд ХХК,2024-11-04 14:57,Хороо 4,Харуул хамгаалалт
Моносийн эмийн санд төслийн эмч,"1,800,000 ₮",хувь хүн,2024-11-04 14:55,13-р хороолол,"Эрүүл мэнд, эм зүй"
Ulaanbaatar ih delguurt hudaldaanii zuvluh,"96,000 ₮",хувь хүн,2024-11-04 14:53,5-р хороолол,"Борлуулалт, худалдаа"
Emegtei europe huvstasnii esguurchin,"3,500,000 ₮",хувь хүн,2024-11-04 14:51,5-р сургуулийн ойролцоо,Үйлдвэрлэл
Барилгын туслах,"90,000 ₮",хувь хүн,2024-11-04 14:50,Яармаг,"Барилга, дэд бүтэц"
"Хүргэлт /схд, яармаг, бгд-т/","2,300,000 ₮",хувь хүн,2024-11-04 14:34,Яармаг,"Борлуулалт, худалдаа"
Нярав,"2,000,000 ₮",хувь хүн,2024-11-04 14:31,Яармаг,"Банк, санхүү, нябо, нярав"
Хотын төвд хамгаалагч,"110,000 ₮",хувь хүн,2024-11-04 14:29,Хороо 8,Харуул хамгаалалт
Үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-04 14:25,Хороо 18,Үйлчилгээ
Solongos hoolnii gazart beltgegch,"1,600,000 ₮",хувь хүн,2024-11-04 14:25,25-р эмийн сан,"Pесторан, кафе, паб"
Гадна талбайн болон байрны үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-04 14:25,Хороо 18,Үйлчилгээ
Мах бэлтгэлийн эрэгтэй ажилтан,"1,800,000 ₮",хувь хүн,2024-11-04 14:24,Хороо 12,Үйлдвэрлэл
"Хэвлэлийн эх бэлтгэгч, дизайнер","1,500,000 ₮",хувь хүн,2024-11-04 14:17,Дөлгөөн нуур,"Дизайн, урлаг, уран сайхан"
Эзэгтэйн туслах,"2,400,000 ₮",АБМ Дисковэри ХХК,2024-11-04 14:14,Хороо 1,Үйлчилгээ
Бармен,"1,400,000 ₮",Санжэм ХХК,2024-11-04 14:11,Хороо 8,"Pесторан, кафе, паб"
Ариун цэврийн өрөөний үйлчлэгч,"1,600,000 ₮",хувь хүн,2024-11-04 14:08,Нарны хороолол,Үйлчилгээ
"Mango дэлгүүр, coccodrillo хүүхдийн хувцасны тасагт кассчин","1,500,000 ₮",Номин Холдинг ХХК,2024-11-04 14:06,120 мянгат,"Борлуулалт, худалдаа"
Зөөгч,"1,900,000 ₮",хувь хүн,2024-11-04 14:04,Баянмонгол хороолол,"Pесторан, кафе, паб"
Эсгүүрийн цехд туслах /эр/,"1,350,000 ₮",хувь хүн,2024-11-04 14:02,Өгөөмөр захын зүүн,Үйлдвэрлэл
Хүний нөөцийн менежер,"2,200,000 ₮",хувь хүн,2024-11-04 13:59,Богд-Ар,"Захиргаа, Хүний нөөц"
Үйлчлэгч,"60,000 ₮",НЕРЖ ХИЙЦ ХХК,2024-11-04 13:54,Хороо 12,Үйлчилгээ
Cnc оператор,"2,500,000 ₮",НЕРЖ ХИЙЦ ХХК,2024-11-04 13:54,Хороо 12,Үйлдвэрлэл
Зөөгч,"70,000 ₮",НЬЮ ВИНДӨҮ ХХК,2024-11-04 13:54,100 айл,"Pесторан, кафе, паб"
Маркетингийн мэргэжилтэн,"1,500,000 ₮",Бооз говь ХХК,2024-11-04 13:52,Хороо 3,"Маркетинг, PR менежмент"
Механик машины жолооч,"1,700,000 ₮",хувь хүн,2024-11-04 13:48,Хороо 20,"Борлуулалт, худалдаа"
Хабэа-н ажилтан,"3,000,000 ₮",хувь хүн,2024-11-04 13:39,Яармаг,"Барилга, дэд бүтэц"
Ази европ хоолны ресторанд тогооч,"2,000,000 ₮",хувь хүн,2024-11-04 13:33,Хороо 7,"Pесторан, кафе, паб"
Туслах ажилтан,"80,000 ₮",НЕРЖ ХИЙЦ ХХК,2024-11-04 13:22,Хороо 12,Үйлдвэрлэл
Хөгжмийн зэмсгийн урланд урлаач сийлбэрчин,"3,000,000 ₮",хувь хүн,2024-11-04 13:21,Хороо 5,"Дизайн, урлаг, уран сайхан"
Шил шилэн хийцийн үйлдвэрийн туслах,"1,500,000 ₮",хувь хүн,2024-11-04 13:20,32 тойрог,Туслах ажилчин
Гоо сайхны салонд үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-04 13:16,River Garden,Үйлчилгээ
Тогооч,"2,100,000 ₮",хувь хүн,2024-11-04 13:06,River Garden,"Pесторан, кафе, паб"
Дессерт тогооч,"2,500,000 ₮",хувь хүн,2024-11-04 13:04,River Garden,"Pесторан, кафе, паб"
Фитнес клубд эрэгтэй үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-04 13:03,River Garden,Үйлчилгээ
Зөөгч,"1,400,000 ₮",хувь хүн,2024-11-04 13:00,River Garden,"Pесторан, кафе, паб"
Зөөгч,"2,000,000 ₮",хувь хүн,2024-11-04 12:50,Бөхийн Өргөө,"Pесторан, кафе, паб"
Тавилгын үйлдвэрт туслах ажилтан,"1,900,000 ₮",хувь хүн,2024-11-04 12:49,Сонсголон,Үйлдвэрлэл
Цэвэрлэгээний ажилтан,"1,500,000 ₮",хувь хүн,2024-11-04 12:49,Хороо 15,Үйлчилгээ
Хамгаалагч,"100,000 ₮",хувь хүн,2024-11-04 12:49,Их Монгол хороолол,Харуул хамгаалалт
Худалдааны зөвлөх,"55,000 ₮",хувь хүн,2024-11-04 12:49,13-р хороолол,"Борлуулалт, худалдаа"
Үйлчлэгч,"1,700,000 ₮",хувь хүн,2024-11-04 12:46,120 мянгат,Үйлчилгээ
Дуудлагын мэргэжилтэн,"1,800,000 ₮",хувь хүн,2024-11-04 12:43,Нарны хороолол,Үйлчилгээ
Оройн ээлжийн касс,"1,200,000 ₮",хувь хүн,2024-11-04 12:37,19-р хороолол,"Борлуулалт, худалдаа"
Тогооч,"80,000 ₮",хувь хүн,2024-11-04 12:37,Нүхтийн ам,"Pесторан, кафе, паб"
Маркетинг менежер,"2,000,000 ₮",хувь хүн,2024-11-04 12:32,23-р сургуулийн ойролцоо,"Маркетинг, PR менежмент"
Үйлчлэгч,"1,200,000 ₮",хувь хүн,2024-11-04 12:32,Хороо 1,Үйлчилгээ
Хүүхэд асрагч,"2,000,000 ₮",хувь хүн,2024-11-04 12:26,River Garden,Үйлчилгээ
Бэлтгэгч,"2,100,000 ₮",хувь хүн,2024-11-04 12:25,Хороо 1,"Pесторан, кафе, паб"
Европ хоолны ахлах тогооч,"3,500,000 ₮",хувь хүн,2024-11-04 12:24,Хороо 1,"Pесторан, кафе, паб"
